,contents
983,"3D프린팅 기술 기업인 와우쓰리디(대표 서정주)가 간편한 홀로그램 영상송출 장치(사진)를 개발했다.이 홀로그램 영상송출 장치는 초소형 LED를 이용한 것으로, 다양한 콘텐츠를 홀로그램으로 구현할 수 있다. 와이파이를 통해 영상을 수정할 수 있어, 전국 지방자치단체에서 광고 디스플레이 용으로 관심을 받고 있다.여수시에서는 주요 관광단지에 최신 광고기법인 3D 홀로그램 영상 송출장치가 설치돼 다양한 전시, 광고 콘텐츠를 홀로그램으로 구현할 예정이다. 서정주 와우쓰리디 대표는 “이미 여수 특화거리에 기존 광고판을 홀로그램 영상송출 장치로 대체하는 사업을 진행 중”이라며 “여수 이순신광장 식당가에도 기존의 사인보드를 홀로그램 영상송출장치로 대체하는 작업을 추진 중이다”라고 밝혔다.한국산업단지공단 대구경북지역본부 기업성장지원단은 와우쓰리디의 홀로그램 사업과 3D프린터를 활용한 귀금속 제품 판로 개척 사업 등의 판로 개척을 지원할 계획이다. 3D프린터 관련 창업을 원하는 예비창업자의 제품 개발 지원과 인력 양성에도 힘을 보태기로 했다.서정주 와우쓰리디 대표는 “현재 PC가 모든 사람들에게 보편화된 것처럼 3D프린터도 1인 1대 시대가 오고 있다”며 “앞으로도 소비자들을 위한 3D프린팅 교육과 응용제품 개발 및 홀로그램 기술 보급에 최선을 다할 것”이라 말했다.도현정 기자"
984,"3D프린팅 기술 기업인 와우쓰리디(대표 서정주)가 간편한 홀로그램 영상송출 장치(사진)를 개발했다. 이 홀로그램 영상송출 장치는 초소형 LED를 이용한 것으로, 다양한 콘텐츠를 홀로그램으로 구현할 수 있다. 와이파이를 통해 영상을 수정할 수 있어, 전국 지방자치단체에서 광고 디스플레이 용으로 관심을 받고 있다. 여수시에서는 주요 관광단지 전시, 광고 콘텐츠 등에 3D 홀로그램을 구현할 예정이다. 한국산업단지공단 대구경북지역본부 기업성장지원단은 와우쓰리디의 홀로그램 사업과 3D프린터를 활용한 귀금속 제품 판로 개척 사업 등의 판로 개척을 지원할 계획이다. 도현정 기자"
985,박정욱 제품안전정책국장“LED(발광다이오드) 마스크 등 신기술을 적용한 융·복합 제품이 쏟아지면서 안전관리에 사각지대가 생기고 있습니다. 식품의약품안전처 등 다른 전문기관과의 협업을 확대할 계획입니다.”산업통상자원부 국가기술표준원의 박정욱 제품안전정책국장(사진)은 지난 10일 서울 세종대로 대한상공회의소에서 만나 이렇게 말했다. 4차 산업혁명 시대엔 영역 구분이 쉽지 않은 만큼 안전관리 전문기관 간 공동 작업이 절실하다는 게 그의 설명이다. 박 국장은 “국내에서 LED 마스크가 급속히 인기를 얻고 있는데 미국 유럽연합과 달리 한국의 현행 제도상 의료기기 관련법만으로는 관리하기 어렵다”며 “전기제품 분야의 전문성을 확보한 국표원이 의료기기 및 화장품 전문 검증기관인 식약처와 처음 협업하는 것도 이런 이유 때문”이라고 말했다.정부가 안전을 공식 인정하는 정부인증(KC) 부여 건수도 대폭 늘어났다. 2017년 16만여 건이던 KC 인증은 작년 22만 건을 돌파했다. ‘위해제품 판매 차단 시스템’을 적용한 매장 역시 같은 기간 9만2000곳에서 17만4000여 곳으로 두 배로 급증했다. 위해차단 시스템은 매장 계산원이 각 상품의 바코드를 찍으면 계산대에 리콜 또는 표시위반 등 위해 여부가 자동 표시되도록 한 방식이다. 이런 사전 경고가 쉽지 않은 온라인 매장에도 비슷한 시스템을 도입하겠다는 게 박 국장의 계획이다.박 국장은 “한국소비자원이 수집하는 연 7만여 건의 위해 정보를 국표원뿐만 아니라 환경부 식약처 등과 실시간 공유하는 협약을 최근 산업부 주도로 체결했다”며 “올해는 중소형 및 온라인 매장에 바코드 기반 식별 방식을 늘리는 게 목표”라고 강조했다. 덕분에 안전사고는 꾸준히 줄고 있다. 직류전원장치의 안전기준 부적합률은 2017년 19.0%에서 작년 5.4%로 떨어졌다.전동킥보드 등 어린이 제품의 안전관리는 더욱 강화할 방침이다. 작년 11월 ‘액체괴물’로 불리는 어린이 제품 ‘슬라임’의 리콜을 공표한 직후 국표원의 제품안전포털을 찾은 접속자 수가 평소의 세 배를 넘는 하루 10만여 명에 달했을 정도로 관심이 쏟아졌다.박 국장은 “1년에 4000개 이상 신제품의 안전성 검사를 하는데 리콜 비율이 8% 정도 된다”며 “과학적이고 분석적인 통계 기법을 동원해 어린이 제품은 더욱 철저하게 검증하겠다”고 강조했다.조재길 기자
986,"설 연휴 시즌이 본격적으로 시작됐다. 양 손에는 가득한 선물을 들고 오랜만에 만날 가족, 친척들을 만날 생각에 들뜬 귀성길, 올 해 많은 선택을 받은 선물은 무엇일까. 보통 받는 사람의 만족도를 위해 햄, 통조림 세트나 화장품 선물 등 무난한 선물이 주를 이루는 가운데 홈 케어를 위한 제품 역시 높은 비율을 차지하고 있는 중이다.2030 젊은 세대는 물론 중장년층을 대상으로 효도 선물로 인기 있는 'LED 마스크'는 액티브 시니어 세대들을 위한 제품으로 다양한 브랜드를 갖추고 있다. 특히 10만 원 이하부터 100만 원 대까지 제품 구성군이 다양한 만큼 높은 만족도를 얻기 위해선 일정한 기준을 갖고 고르는 것이 중요하다.이 가운데 '안구 안전성'을 필두로 출시된 '엘리닉 인텐시브 LED 마스크'는 LED광의 직접적인 노출은 최소화, 안구보호설계를 갖춘 제품으로 인기를 얻고 있다. KTL(한국산업기술시험)의 광생물학적 안전성 인증을 통해 모든 파장대역의 LED 칩을 검증 받았으며, 전자파 인증 및 RoHS 유해물질 검사 등으로 안전성을 입증 받았다.엘리닉 마스크는 눈에 도달하는 LED 광을 차단하는 '아이가드', 안구로부터 충분한 이격 거리를 확보한 LED칩 등 광학적 내부 설계인 '안구보호설계'를 갖추고 있다. 또한 장기간 노출 시 안구건조증을 유발하는 등 눈에 해로운 블루라이트의 사용을 줄이고, 피부 개선에 도움을 주는 근적외선(IR)과 레드 파장을 사용했다.안구 주변을 약 15mm 높이의 아이가드가 감싸고 있는 '아이세이프존' 또한 안구 안전성을 더했다. 아이가드의 두께는 약 3mm로 안면 부에 비해 약 2배 이상 두껍게 보강 설계돼 직사 및 굴절된 빛을 이중으로 막아 안구에 빛이 직접적으로 도달하지 않도록 차단했다.또한 해당 제품은 피부 미용에 유효한 파장대역의 LED 빛을 충분히 조사할 수 있는 LED칩의 개수를 갖춘 제품으로도 호평 받고 있다. LED 칩의 개수가 많더라도 출력량이 일정하지 못할 시 충분한 양으로 피부 속으로 도달하기 어려우며, 수분 및 탄력 증가 등 개선 효과를 기대하기 힘들다.업계 관계자는 ""LED마스크는 겉으로 드러나는 화려함보다 LED칩의 품질이나 안전성을 따져야 한다""며 ""엘리닉은 소비자들이 집에서도 안심하고 제품을 사용할 수 있도록 고객의 니즈를 반영한 연구 개발을 통해 안전하고 효과적인 홈 뷰티 디바이스로 거듭날 수 있도록 노력하겠다""고 전했다.디지털전략부"
987,"더월 출시 1년만에 제품 다양화 한종희 삼성전자 영상디스플레이사업부장 사장 【 라스베이거스(미국)=김규태 기자】 ""삼성 마이크로 LED는 오늘도, 내일도 변하고 있다.""  한종희 삼성전자 영상디스플레이사업부장 사장은 5일(현지시간) 미국 라스베이거스 시저스팰리스 호텔에서 '삼성 퍼스트룩 2020' 행사 직후 기자들과 만나 이같이 밝히며 ""기술적으로 상당히 빨리 (진보해)가고 있다는 걸 강조하고 싶다""고 했다. 지난 2018년 마이크로 LED '더월(The Wall)'을 최초 공개한 이후 관련 기술력이 크게 향상됐다는 점을 강조한 것이다. 실제 한 사장은 이날 전 세계 500여개 미디어가 모인 퍼스트룩 행사에서 마이크로 LED 6종을 새롭게 선보이며 올해 제품 라인업을 완성했다고 발표했다.  한 사장은 특히 신형 마이크로 LED를 올해 하반기 출시하겠다는 계획을 이날 최초로 공개했다. 지난해 8월 146형대 더월을 출시한 이후 불과 1년 만에 마이크로 LED의 제품 다양화가 실현되는 것이다. 마이크로 LED는 100㎛(마이크로미터) 이하의 매우 작은 LED를 조립해 만든 디스플레이로, 현존 최상위 기술로 구현한 디스플레이로 꼽힌다. 한 사장은 ""이미 주요 거래처에서는 대형 마이크로 LED에 대해 (출시를) 원하고 있다""면서 ""이미 론칭한 더월보다 두께가 더 얇아진 제품들을 (향후) 출시할 것""이라고 했다.  특히 기존 140형 이상의 마이크로 LED 제품은 기업의 수요가 절대적이었다면, 이날 공개한 75·88·93·110형 신제품들은 가정용으로 적합하다는 설명이다. 한 사장은 ""(제품의 타깃은) 굉장히 리치(부유한) 마켓이 될 것""이라며 ""현재 기업간거래(B2B) 수요가 늘어나는 상황에서 기업·소비자간거래(B2C)도 노력을 하겠다""고 했다.  높은 가격대를 형성하고 있는 점과 낮은 수요에 대해선 개선이 필요한 점도 솔직하게 털어놨다. 지난해 출시된 146형대 더월은 4억~5억원에 육박한다. "
988,"Herlina Simbala cries as she remembers her son, Dr. Michael Robert Marampe during an online memorial service to mark the 40th day since Marampe passed away due to COVID-19 in Jakarta, Indonesia, on June 5, 2020. Marampe knew what he wanted to be since he was a kid: a doctor and a pianist. He became both, and his passion for music even led him to Tri Novia Septiani - a woman he never got to marry because he got the coronavirus. Marampe became one of dozens of doctors the coronavirus has claimed so far in Indonesia. (AP Photo/Tatan Syuflana)"
989,"경북 성주군은 '2020 문화가 있는 날' 지역특화 프로그램을 진행했다고 29일 밝혔다.매월 마지막 주 토요일에 열리는 문화의 날 행사는 성주생활문화센터에서 다양한 공연·체험·전시 프로그램으로 주민에게 볼거리와 즐길거리를 제공했다.이번 행사 주제는 '문화가 있는 자동차극장'이다.코로나19로 인한 위험성을 최소화하기 위해 자동차극장 콘셉트로 마련됐다.입장시 드라이브 스루형 체온체크와 문진표작성, 마스크 및 소독제 배부, 매시간 방역 등 안전에 최우선을 두고 행사가 진행됐다.참가자들이 편안하게 공연을 관람할 수 있도록 대형 스크린과 보조 스크린을 함께 설치했다.석고방향제 만들기, 라라랜드 댄스퍼포먼스, 영화 OST 공연, 인문  토크쇼, 트론LED 공연, 애니메이션 영화 관람 등 다양한 문화콘텐츠를 선보였다. 다음 프로그램은 8월 1일 '금수 현대미술제'를 주제로 열린다.☞공감언론 뉴시스"
990,"Justice minister derides prosecutor general, orders inspection of trusted prosecutorJustice Minister Choo Mi-ae hurled criticism at Prosecutor General Yoon Seok-youl with harsh words.“Yoon brushed off half of my instructions,” she said Thursday, “If he had followed my orders humbly, things would have passed through calmly, but he bungled because of his petty pride of his authority to command investigations.” Choo also said few justice ministers may have worked with a prosecutor general “as naughty as Yoon.”Her remarks give the impression of a manager bullying her subordinate in a private company. They are unbecoming of a minister in charge of the rule of law.She expressed anger at Yoon this way over two cases.The ruling party suspects the prosecution of having incited perjury in a bribery case involving Han Myeong-sook who served late President Roh Moo-hyun as prime minister.The Supreme Court found her guilty of accepting a bribe and she served out her sentence. But soon after the ruling party won a great majority in the April 15 general election, she claimed she had been falsely accused. Some ruling party lawmakers said reinvestigation and retrial are needed. Choo ordered the prosecution to reinvestigate Han’s case. Yoon assigned the reinvestigation to a human rights supervisor in the prosecution, while Choo wants an inspection team to take up the job.A civic group supporting the ruling party accused a cable TV news reporter of conspiring with one of Yoon’s trusted prosecutors to incriminate Rhyu Si-min, who is a pro-Moon polemist and former health and welfare minister under Roh.Her way of expression is not the only problem.She said that even those without experience in the prosecution can reform the agency and that Rep. Hwang Un-ha of the ruling party is among those eligible for doing so. Hwang has been indicted by the prosecution for intervening in the Ulsan mayoral election. The former chief of Ulsan police is suspected of having investigated an opposition party candidate upon orders from the presidential office seeking to get Moon’s friend of 30 years elected.Her remark that an indicted suspect, of all people, and furthermore, a suspect who is a former police officer, can reform the prosecution appears intended to sneer at the prosecution and smother investigations of the alleged election intervention.The apparent reason for her to deride the prosecutor general and the prosecution is that they investigated allegations against figures close to Moon.Choo’s words seem to be in much the same vein as some ruling party lawmakers’ attacks on Yoon.Former pro-Moon lawyers who led “Protect Cho Kuk” rallies criticized Yoon after being elected as ruling party lawmakers. Cho was appointed as Justice Minister but resigned amid investigations into allegations against his family. A senior lawmaker of the party said that “if I were Yoon, I would step down as prosecutor general.”　Prosecutor general is a post whose independence must be respected. Its two-year term is legally guaranteed in a bid to secure the impartiality of investigations. The ruling camp must stop shaking him.Choo removed Han Dong-hoon, deputy head of the Busan High Prosecutors’ Office, from his duty Thursday. The prosecutor trusted by Yoon allegedly conspired with a cable television reporter who tried to get incriminating information on Rhyu. Han denies all allegations against himself, and the reporter says Han has nothing to do with the case. This case is currently under investigation by the prosecution.Nevertheless, Choo ordered the ministry to inspect Han directly. A justice minister has rarely ordered a direct inspection of a prosecutor involved in a case being investigated. Her order is understood as a pressure on Yoon.Moon told Yoon to investigate allegations against those close to him when he appointed him as prosecutor general. Then as the prosecution investigated them as Moon said, he broke up Yoon’s investigation teams through Justice Minister Choo who succeeded Cho.For the ruling camp, rule of law and the neutrality of the prosecution seem to be a decoration it hangs only when they are favorable.[네이버에서 코리아헤럴드 구독]"
991," 서울반도체의 자회사인 LED 솔루션 전문기업 서울바이오시스(대표이사 이영주 이종덕)는 코로나19가 전 세계로 확산되면서 세균 살균에 탁월한 UV LED 혁신기술인 '바이오레즈(violeds)' 제품에 대한 고객 문의가 전월 대비 5배 이상 증가했다고 27일 밝혔다.자외선 살균력 참고서 (Ultraviolet Germicidal Irradiation Handbook)에 따르면 단파장 자외선(UV-C)에 1분간 노출 시 코로나19 바이러스가 90% 이상 살균된다고 명시하고 있다. 또한 해당 기술이 적용된 에어가전 제품을 중국 시험기관에서 테스트한 결과 공기 중의 바이러스가 97% 감소됐다.LED 수명과 코스트 부담으로 그동안 바이오레즈의 제품 채택이 미뤄져 왔으나 서울바이오시스의 케파 증설에 따른 코스트 혁신과 일반 LED와 동일한 5만시간 이상의 수명 향상으로 고객 문의가 크게 늘고 있다. 또한 최근 코로나19 확산으로 중국 완성차 업체로부터 차량 내부 살균을 위한 '바이오레즈' 기술 적용 검토가 활발히 진행 중이며, 이 밖에도 다양한 UVC 프로젝트로의 제품 적용 논의가 급속도로 늘고 있다. 또한 이 기술은 미국 항공우주국(NASA) 국제우주정거장을 무균 상태로 유지시켜 우주인들의 건강을 지키는 데 사용된 바 있다.바이오레즈 기술은 국내 최대 조명회사인 '말타니'의 살균 조명을 비롯해 'SK매직' 및 '현대렌탈케어'의 정수기에 적용됐다. 미국 공기청정 시스템 1위 공급업체인 'RGF사는 바이오레즈 기술을 채택하고 실내 박테리아 등을 살균하는 냉난방기를 출시해 지난해 말부터 판매 중이며, 유튜브에서 확인이 가능하다.20년 전 일본 및 미국 업체들과 전략적 제휴를 맺고 UV LED 기술 개발을 위해 서울바이오시스를 창업한 서울반도체 이정훈 대표이사는 ""당사의 바이오레즈 기술이 백반증 치료 및 동식물을 활용한 바이오 연구 분야에서도 진전이 있는 만큼 인류의 건강을 지키고 청정한 세상을 만드는 데 이른 시일 내에 도움이 될 수 있기를 바란다""며 ""UV LED의 수명을 기존 1만시간에서 일반 조명용 LED 수준인 5만시간 이상이라는 수명 향상과 파격적 가격 인하로 서민들의 건강을 위협하는 코로나19로부터 안전하고 클린한 환경을 만드는데 도움이 되었으면 한다""고 밝혔다.서울바이오시스는 2002년 창업부터 함께 회사를 일군 이영주 대표이사가 현재 경영을 하고 있다. 글로벌 LED 전문기업 서울반도체(대표이사 이정훈)는 2019년 4분기도 연결기준 매출은 2809억원, 영업이익 139억원을 기록하며 연간 매출은 1조1295억원, 영업이익 496억원을 잠정 기록했다고 12일 밝혔다. 서울반도체는 미·중 무역분쟁을 비롯한 글로벌 갈등으로 세계 경제 둔화와 제품 가격 하락으로 연간 매출이 전년 대비 5% 감소했다. 그러나 불확실한 글로벌 산업 환경에서도 혁신기술 개발을 지속 강화하고, 고부가가치 제품 판매 비중을 높이는 등 비즈니스 효율화로 5% 내외의 영업이익을 시현했다.특히 이 성과는 회사의 인건비, 제조경비 등 코스트가 3~5배 수준인 한국에서 생산함에도 불구하고 이룩한 성과로, 경쟁사 수준으로 연구개발(R&D) 비용을 반으로 줄여도 경쟁사 대비 2배 내외의 기술 개발 비용이며, 두 자릿수의 영업이익도 가능한 경쟁력이다. 2019년 말부터 R&D 비용의 축소를 계획하고 추진해 오고 있다.제품군별로 일반 조명 매출은 전년 동기 대비 하락했으나 고부가가치 제품인 자동차 조명 부문은 지속 성장하며 이익률 방어에 주요한 역할을 했고, IT 부문 TV, 모니터 등 디스플레이 제품은 슬림화 추세에 따라 와이캅(WICOP) LED에 대한 고객 수요가 증가해 두 자릿수 이상 성장세를 보였다. 와이캅은 기존 칩 스케일 패키지(Chip Scale Package, CSP)와 달리 직접 일반 조립라인에서 실장해 추가 패키지 공정이 필요 없는 서울반도체와 서울바이오시스의 세계 최초 혁명적 기술이라고 평가받고 있다.[특별취재팀 = 이덕주 기자(팀장) / 신수현 기자 / 안병준 기자 / 최희석 기자 / 이종화 기자]"
992,"경기 침체로 인해 가성비를 소비의 주체로 삼았던 것과 달리 최근 가성비와 함께 심리적인 만족감을 중시하는 가심비(價心比) 소비 트렌드로 자리매김하고 있다. 2018년 서울대 소비트렌드분석센터가 전망하기도 했던 가심비는 무조건 싼 것을 고르는 것이 아닌 조금 비싸더라고 자신이 만족하는 소비 형태를 말한다. 이런 소비 형태의 변화에 영향을 받은 뷰티 산업도 보다 효율적인 피부 케어 방안이 주목받고 있다.   뷰티 산업에서 소비자의 가심비에 적합한 제품으로 단연 뷰티 디바이스가 손꼽힌다. 뷰티 디바이스는 간단한 조작으로 쉽고 편하게 집에서 뷰티 케어가 가능해 시간과 비용이 부족한 사람들에게 인기가 많다. 특히, 2017년 LED광의 피부 개선 효과가 알려지고, LED마스크가 본격적으로 시장에 출시되면서 뷰티 산업은 가파르게 성장했고 글로벌 시장조사기관 Prescience & Strategic Intelligence은 2023년까지 글로벌 뷰티 디바이스 시장이 약 970억 달러 규모로 확대될 것으로 예측했다.    성장을 지속하던 뷰티 디바이스 시장은 최근 부침을 겪기도 했다. 일부 LED마스크에서 안구안전성이 논란이 되면서 소비자의 구매 심리가 위축되는 것이 아니냐는 우려도 있었지만, 위축될 듯했던 뷰티 디바이스 시장에서 최근 자이글에서 론칭한 ZWC ‘페이스&바디 마스크(산소LED돔)’이 ‘산소LED 전신케어’라는 획기적인 기술력으로 소비자들의 가심비를 높이고 있다.   자이글에서 선보이는 ZWC ‘페이스&바디 마스크(산소LED돔)’는 기존 LED마스크처럼 안면부착용이 아닌 돔(Dome)형태로 디자인되어 피부와 안구의 안심거리를 확보했다. 특히, LED와 함께 고농도 산소로 쿨링케어가 가능해 열감과 저온 화상 등의 단점을 보완했다.    자이글 관계자는 “기획 단계부터 기존 LED마스크의 단점을 보완하고자 끊임없는 R&D를 진행해 기술집약적인 신개념 LED마스크인 ZWC ‘페이스&바디 마스크(산소LED돔)’를 출시하게 되었습니다”라고 언급했다.   실제 ZWC ‘페이스&바디 마스크(산소LED돔)’를 사용한 한 사용자는 “돔(Dome)형태의 마스크로 얼굴에 밀착되지 않아 불편함이 없다”라고 말하며 “얼굴뿐만 아니라 다이어트 이후, 팔과 복부, 허벅지 등 전신에 피부 처짐과 주름이 생겨 고민이 많았는데 ZWC ‘페이스&바디 마스크(산소LED돔)’를 사용해 전신 피부 개선 효과를 보았다”라고 말했다.    또 다른 사용자는 “저뿐만 아니라 돔으로 디자인된 LED마스크로 온가족이 청결하게 사용할 수 있어서 만족감이 높다”라며 “일부 제기되었던 LED마스크와 달리 유해성이 없다고 느껴진다”라고 후기를 남겼다. 이처럼 다양한 ZWC ‘페이스&바디 마스크(산소LED돔)’의 사용 후기는 ZWC홈페이지에서 확인할 수 있다.    LED마스크는 뷰티와 안티에이징 등 피부 개선에 도움을 줄 수 있다고 알려지며 많은 소비자에게 사랑 받는 제품으로 뷰티 산업의 핵심으로 자리잡았다. 다양한 LED마스크의 치열한 시장 경쟁에서도 안전성 확보와 함께 뛰어난 효율을 보이는 ZWC ‘페이스&바디 마스크(산소LED돔)’는 소비자의 가심비를 만족하는 차세대 뷰티 디바이스로 자리매김 하고 있다.   김정환 기자"
993," 민선7기 양주시는 시민이 원하는 확실한 변화를 통해 양주를 경기북부 신성장 거점으로 올려놓고 있다. 이는 먼저 인구 증가를 낳아, 양주시는 인구 23만 도시가 됐다. 옥정-회천신도시, 광석, 양주역세권 개발 등 대규모 도시개발에 따라 수년 내 인구 30만을 넘어설 전망이다.   이성호 양주시장은 28일 “민선7기 2년간 많은 성과를 내며 양주의 새로운 도약을 준비해 왔다”며 “앞으로 2년은 포스트 코로나 시대를 준비하고 대응해 나가는데 중점을 둘 것”이라고 역설했다.   실제로 민선7기는 대통령, 국무총리 표창 등 54개 기관표창 수상, 공모사업 통해 국도비 499억원 확보 등 대내외적으로 우수한 행정력을 입증했다. 더구나 도봉산~옥정 광역철도 개설, 양주역세권 개발, 경기양주테크노밸리 조성 등 주요 사업이 속도감 있게 진행돼 양주시는 한 단계 도약을 눈앞에 두고 있다. 민선7기 전반기 성과와 과제를 짚어본다.   ◇ 경기양주테크노밸리, 옥정-회천신도시 ‘순항’   작년 12월 기공식을 갖고 본격 추진 중인 64만3921㎡ 규모의 양주역세권개발, 4차 산업혁명을 주도할 경기양주테크노밸리, 복합물류기능을 포함해 경기북부 산업축으로 도약할 30만평 규모의 은남일반산업단지 등 양주시 미래성장 기반이 속도감 있게 추진되고 있다.   또한 옥정신도시의 36개 공동주택부지 중 34개 부지가 매각을 완료했으며, 회천신도시는 3단계 조성공사를 앞두고 3개 공동주택부지가 착공에 들어가는 등 지역발전에도 속도를 내고 있다.   특히 작년 국토부 도시재생뉴딜 공모사업에 선정돼 4년간 총 167억원이 투입되는 덕정동 도시재생사업과 3년간 290억원이 투입되는 경기도 FIRST 사업 선정 ‘경기 꿈틀’ 사업이 활기를 잃은 구도심에 활력을 불어넣는 등 지역 균형발전과 새 성장동력으로서 역할을 수행할 예정이다.    양주역세권 개발 기공식. 사진제공=양주시 양주 옥정신도시 전경. 사진제공=양주시 ◇ 서울권 30분대 진입…일상 안전그물망 촘촘   양주 덕정에서 서울 도심을 지나 수원까지 74.2km를 연결하는 수도권급행열차(GTX)-C노선의 기본계획수립 용역이 완료를 앞두고 있으며 이르면 내년 말 착공할 예정이다.   또한 옥정신도시 중심부로 전철 7호선 광역철도 연장 확정과 옥정~포천선 기본계획 용역 착수, 전철 1호선 회정역 신설 국토부 승인, 수도권 순환철도망 재개통 추진 등 양주시 광역교통 여건이 몰라보게 달라지고 있다.   2021년 착공 예정인 양주역 환승센터와 작년 광역교통 2030에 반영된 덕정역 광역환승센터가 순조롭게 추진 중에 있다. 덕정에서 잠실까지 운행 중인 G1300번 버스를 비롯해 서울 상봉역까지 연결하는 1200번 버스, 도봉산역까지 1100번 버스 등 3개 광역버스 노선이 서울 접근성을 획기적으로 개선했다.   양주시는 옥정신도시 스마트시티 복합센터 내에 통합관제센터를 구축해 촘촘한 사회안전망을 가동 중이며 관내 3744대의 CCTV와 LED 안내표지판 462개소, IP 비상벨 972개소 운영을 통해 24시간 상시 모니터링을 진행, 시민 안전 확보를 위해 노력하고 있다.   미세먼지 저감 지원 사업도 적극 확대한 결과 양주지역 연평균 초미세먼지 농도가 2017년 32㎍/㎥에서 2018년 26.7㎍/㎥, 2019년 26.1㎍/㎥로 획기적으로 개선되고 있다.   ◇ 코로나19 민생경제 회복 총력…고용안정 집중   코로나19는 전 세계에 대혼란을 가져왔다. 경기침체와 매출 급감, 고용불안 등 직격탄을 맞은 민생경제는 한치 앞도 내다보기 어려워 획기적인 대책이 시급한 상황이다. 이에 양주시는 민생경제 회복에 총력을 기울이며 다양한 정책을 펼쳐왔다.   고용안정을 위해 16억원의 예산을 투입, 청년일자리 지원, 노인일자리 참여자 지원, 무급휴직 근로자 생계비 지원, 고용사각지대 지원, 단기 공공일자리 제공 사업 등을 추진하고 있다.   착한임대인 재산세 감면과 지방소득세 납부기한 연장 등 34억원 규모의 세제 지원을 비롯해 110억원 규모의 특례보증 지원, 40억원 규모의 긴급생활안정자금 지원 등 178억원 규모의 경영안정 대책도 추진해 왔다.   민생안정을 위해 재난기본소득과 정부긴급재난 지원금, 아동양육 한시 지원, 저소득층 한시 생활지원, 코로나19 생활지원비 지급, 코로나19 장례비용 지급 등에 1514억원을 지원했다.    양주시 광역대중교통망 확충. 사진제공=양주시 양주시 통합관제센터 전경. 사진제공=양주시 ◇ 친환경 도시-생명가치 존중 감동양주 바탕   코로나19 사태는 ‘언택트’(비대면)라는 새로운 패러다임을 낳았다. 양주시는 이에 따라 지역사회 중심 서비스 강화에 집중할 계획이다. 민선7기 하반기 시정의 4대 핵심가치도 △빠르고 강한 지역경제 회복 △신성장 동력 확보 △안전 일상화 △친환경 도시로 설정했다.   우선 온라인 플랫폼을 통한 실시간 라이브강의, 영상강의 등 유아, 치매 노인, 고혈압·당뇨 등 만성질환자를 포함한 건강 취약계층을 대상으로 한 비대면 맞춤형 건강증진 사업 ‘On Health’를 본격 추진한다.   경기북부 거점 의료시설 확충을 위한 종합병원급 의료기관 유치를 적극 추진하고 모바일 헬스케어 사업, 찾아가는 보건의료서비스 사업 등을 확대할 계획이다.   경기북부 테크노밸리를 중심으로 비대면 산업을 육성하는 한편, 첨단산업단지 유치, 벤처-스타트업 활성화를 통해 포스트 코로나 신성장 동력 사업을 개척해 나간다.   접경지역이란 지역 특성과 각종 규제, 헬기부대 이전 등 많은 피해를 겪고 있는 현실을 극복하고 경기북부 균형발전을 위해 경기교통공사, 경기도일자리재단, 경기환경에너지진흥원 등 3개 기관 유치에 주력한다.   친환경 자원을 극대화해 코로나 블루(Corona Blue) 극복을 위한 자연친화공간을 확대하고 웰빙(well-being), 행복(happiness), 건강(fitness) 중심의 관광상품을 적극 개발하는 등 친환경 브랜드 가치 향상에 힘을 쏟는다는 방침이다.   이성호 시장은 “지난 2년이 새로운 도약, 신성장 활력도시 양주 조성을 위한 기틀을 다지는 시기였다면 후반기는 ‘생명가치 존중, 신성장 활력 감동 양주’에 역량을 쏟아 붓겠다”며 “경제회복과 신성장 동력 확보, 시민 안전 강화, 친환경 도시 조성을 위해 총력을 기울여 나가겠다”고 강조했다.   "
994,"Ron WashingtonFILE - In this July 31, 2019, file photo, Atlanta Braves third base coach Ron Washington walks in the dugout during a baseball game against the Washington Nationals in Washington. Coach Washington is the winningest manager for the Rangers, and led them to their only two World Series appearances in 2010 and 2011. Washington, Atlanta's third base coach since 2017, would have been back in Texas for a three-game interleague series, though in different ballpark than the one where he managed. Washington was near the end of his eighth season with Texas in 2014 when he stepped down for personal reasons. (AP Photo/Patrick Semansky, File)"
995,"◆ 최근 애널리스트 분석의견- 글로벌 LED 칩 경쟁력 기반으로 전방시장 확대 중04월 07일 유진투자증권의 박종선 애널리스트는 서울바이오시스에 대해 ""2020년 기준 PER 25.8배로 해외 유사업체와 소폭 할증되어 거래 중. LED칩 개발 및 생산 기업, 글로벌 5위 시장점유율. 투자포인트. 1) 가시광선 LED 부문의 안정적인 성장. 2) 가시광선 이외의 영역 확대로 성장동력 확보."" 이라고 분석했다.한경로보뉴스이 기사는 한국경제신문과 금융 AI 전문기업 씽크풀이 공동 개발한 기사 자동생성 알고리즘에 의해 실시간으로 작성된 것입니다."
996, 질병관리본부 중앙방역대책본부 11일 정례브리핑김근희 기자
